n    ,h    ,x_1  ,v_1                    ,v_2                    ,S                       ,olp
838  ,0.01 ,8.38 ,6.949416810474255e-06  ,6.9494167754758016e-06 ,-2.333230236711981e-15  ,-3.7331683787391696e-14
839  ,0.01 ,8.39 ,6.84595347332029e-06   ,6.845953438801752e-06  ,-2.3012358258839757e-15 ,-3.681977321414361e-14
840  ,0.01 ,8.4  ,6.744030504578088e-06  ,6.744030470532935e-06  ,-2.2696768464597224e-15 ,-3.631482954335556e-14
841  ,0.01 ,8.41 ,6.6436249711497125e-06 ,6.6436249375714994e-06 ,-2.2385475386151796e-15 ,-3.5816760617842874e-14
842  ,0.01 ,8.42 ,6.544714281366571e-06  ,6.544714248248941e-06  ,-2.2078420295885795e-15 ,-3.532547247341727e-14
843  ,0.01 ,8.43 ,6.4472761799062e-06    ,6.44727614724288e-06   ,-2.1775546724936075e-15 ,-3.484087475989772e-14
844  ,0.01 ,8.44 ,6.351288742784718e-06  ,6.3512887105695225e-06 ,-2.147679707506222e-15  ,-3.436287532009955e-14
845  ,0.01 ,8.45 ,6.256730372423843e-06  ,6.256730340650667e-06  ,-2.1182117136155608e-15 ,-3.389138741784897e-14
846  ,0.01 ,8.46 ,6.163579792791339e-06  ,6.163579761454163e-06  ,-2.0891450439353085e-15 ,-3.3426320702964936e-14
847  ,0.01 ,8.47 ,6.0718160446138255e-06 ,6.07181601370671e-06   ,-2.060474390392329e-15  ,-3.2967590246277265e-14
848  ,0.01 ,8.48 ,5.981418480660849e-06  ,5.9814184501779335e-06 ,-2.0321943884446235e-15 ,-3.2515110215113975e-14
849  ,0.01 ,8.49 ,5.89236676109917e-06   ,5.892366731034674e-06  ,-2.0042997300190556e-15 ,-3.206879568030489e-14
850  ,0.01 ,8.5  ,5.804640848916215e-06  ,5.804640819264436e-06  ,-1.9767852199802154e-15 ,-3.1628563519683446e-14
851  ,0.01 ,8.51 ,5.718221005411661e-06  ,5.718220976166975e-06  ,-1.949645719661556e-15  ,-3.119433151458489e-14
852  ,0.01 ,8.52 ,5.633087785756152e-06  ,5.633087756913009e-06  ,-1.922876203334257e-15  ,-3.0766019253348115e-14
853  ,0.01 ,8.53 ,5.549222034616122e-06  ,5.549222006169048e-06  ,-1.896471588800636e-15  ,-3.0343545420810175e-14
854  ,0.01 ,8.54 ,5.46660488184377e-06   ,5.4666048537873654e-06 ,-1.8704269632695974e-15 ,-2.992683141231356e-14
855  ,0.01 ,8.55 ,5.3852177382311946e-06 ,5.385217710560131e-06  ,-1.8447375833566376e-15 ,-2.95158013337062e-14
856  ,0.01 ,8.56 ,5.3050422913277435e-06 ,5.305042264036766e-06  ,-1.819398479801799e-15  ,-2.911037567682878e-14
857  ,0.01 ,8.57 ,5.226060501319637e-06  ,5.2260604744035614e-06 ,-1.794405022158303e-15  ,-2.871048035453285e-14
858  ,0.01 ,8.58 ,5.14825459697093e-06   ,5.1482545704246435e-06 ,-1.7697524105727824e-15 ,-2.831603856916452e-14
859  ,0.01 ,8.59 ,5.071607071624914e-06  ,5.071607045443371e-06  ,-1.745436184005048e-15  ,-2.7926978944080767e-14
860  ,0.01 ,8.6  ,4.996100679265041e-06  ,4.996100653443266e-06  ,-1.7214516555394583e-15 ,-2.7543226488631333e-14
861  ,0.01 ,8.61 ,4.9217184306345005e-06 ,4.921718405167583e-06  ,-1.697794477073551e-15  ,-2.7164711633176816e-14
862  ,0.01 ,8.62 ,4.848443589413562e-06  ,4.84844356429666e-06   ,-1.6744601310982738e-15 ,-2.679136209757238e-14
863  ,0.01 ,8.63 ,4.776259668453834e-06  ,4.7762596436821696e-06 ,-1.651444269511164e-15  ,-2.6423108312178625e-14
864  ,0.01 ,8.64 ,4.705150426068587e-06  ,4.705150401637448e-06  ,-1.6287426006786228e-15 ,-2.6059881610857964e-14
865  ,0.01 ,8.65 ,4.635099862378302e-06  ,4.63509983828304e-06   ,-1.60635083296705e-15   ,-2.57016133274728e-14
866  ,0.01 ,8.66 ,4.5660922157106365e-06 ,4.566092191946665e-06  ,-1.5842647876805732e-15 ,-2.534823660288917e-14
867  ,0.01 ,8.67 ,4.498111959053974e-06  ,4.498111935616769e-06  ,-1.5624803425921818e-15 ,-2.499968548147491e-14
868  ,0.01 ,8.68 ,4.431143796563786e-06  ,4.431143773448885e-06  ,-1.5409933754748663e-15 ,-2.465589400759786e-14
869  ,0.01 ,8.69 ,4.365172660121001e-06  ,4.365172637324003e-06  ,-1.5197998770393427e-15 ,-2.4316798032629483e-14
870  ,0.01 ,8.7  ,4.300183705941614e-06  ,4.300183683458176e-06  ,-1.4988958379963275e-15 ,-2.398233340794124e-14
871  ,0.01 ,8.71 ,4.236162311236773e-06  ,4.236162289062612e-06  ,-1.4782774184631265e-15 ,-2.3652438695410024e-14
872  ,0.01 ,8.72 ,4.173094070922591e-06  ,4.173094049053481e-06  ,-1.4579406656193192e-15 ,-2.3327050649909107e-14
873  ,0.01 ,8.73 ,4.110964794378936e-06  ,4.110964772810709e-06  ,-1.4378818525199373e-15 ,-2.3006109640318997e-14
874  ,0.01 ,8.74 ,4.04976050225649e-06   ,4.049760480985033e-06  ,-1.4180971392822873e-15 ,-2.2689554228516596e-14
875  ,0.01 ,8.75 ,3.989467423331328e-06  ,3.989467402352585e-06  ,-1.3985828554302637e-15 ,-2.237732568688422e-14
876  ,0.01 ,8.76 ,3.93007199140634e-06   ,3.930071970716311e-06  ,-1.3793352740188991e-15 ,-2.2069364384302386e-14
877  ,0.01 ,8.77 ,3.871560842258778e-06  ,3.8715608218535165e-06 ,-1.3603507810409516e-15 ,-2.1765612496655226e-14
878  ,0.01 ,8.78 ,3.8139208106332506e-06 ,3.8139207905088634e-06 ,-1.3416258189580428e-15 ,-2.1466013103328684e-14
879  ,0.01 ,8.79 ,3.7571389272794813e-06 ,3.757138907432128e-06  ,-1.3231568867006575e-15 ,-2.117051018721052e-14
880  ,0.01 ,8.8  ,3.701202416034176e-06  ,3.7012023964600685e-06 ,-1.3049405114337117e-15 ,-2.0879048182939387e-14
881  ,0.01 ,8.81 ,3.646098690946332e-06  ,3.646098671641733e-06  ,-1.2869732767909851e-15 ,-2.0591572428655762e-14
882  ,0.01 ,8.82 ,3.5918153534453443e-06 ,3.5918153344065673e-06 ,-1.2692517946406886e-15 ,-2.0308028714251017e-14
883  ,0.01 ,8.83 ,3.5383401895512758e-06 ,3.5383401707746848e-06 ,-1.251772733319896e-15  ,-2.0028363733118336e-14
884  ,0.01 ,8.84 ,3.485661167126661e-06  ,3.485661148608669e-06  ,-1.2345327894001135e-15 ,-1.9752524630401817e-14
885  ,0.01 ,8.85 ,3.4337664331692225e-06 ,3.4337664149062918e-06 ,-1.2175287159217097e-15 ,-1.9480459454747356e-14
886  ,0.01 ,8.86 ,3.382644311144898e-06  ,3.382644293133538e-06  ,-1.2007573223939168e-15 ,-1.921211715830267e-14
887  ,0.01 ,8.87 ,3.332283298360569e-06  ,3.3322832805973367e-06 ,-1.1842154747948297e-15 ,-1.8947447596717275e-14
888  ,0.01 ,8.88 ,3.2826720633759055e-06 ,3.2826720458574053e-06 ,-1.167900010868112e-15  ,-1.868640017388979e-14
889  ,0.01 ,8.89 ,3.2337994434537476e-06 ,3.2337994261766293e-06 ,-1.1518078812951539e-15 ,-1.8428926100722462e-14
890  ,0.01 ,8.9  ,3.185654442048439e-06  ,3.1856544250093983e-06 ,-1.1359360367573448e-15 ,-1.8174976588117518e-14
891  ,0.01 ,8.91 ,3.1382262263315587e-06 ,3.138226209527337e-06  ,-1.1202814561705066e-15 ,-1.7924503298728105e-14
892  ,0.01 ,8.92 ,3.0915041247544913e-06 ,3.0915041081818724e-06 ,-1.1048412596226184e-15 ,-1.7677460153961894e-14
893  ,0.01 ,8.93 ,3.04547762464728e-06   ,3.0454776083030925e-06 ,-1.0896125107327965e-15 ,-1.7433800171724744e-14
894  ,0.01 ,8.94 ,3.0001363698532345e-06 ,3.0001363537343495e-06 ,-1.0745923295890202e-15 ,-1.7193477273424323e-14
895  ,0.01 ,8.95 ,2.955470158398749e-06  ,2.955470142502081e-06  ,-1.0597778645137004e-15 ,-1.6956445832219207e-14
896  ,0.01 ,8.96 ,2.9114689401978186e-06 ,2.9114689245203238e-06 ,-1.0451663202981112e-15 ,-1.672266112476978e-14
897  ,0.01 ,8.97 ,2.8681228147907244e-06 ,2.8681227993294004e-06 ,-1.030754929967958e-15  ,-1.6492078879487328e-14
898  ,0.01 ,8.98 ,2.8254220291163906e-06 ,2.825422013868276e-06  ,-1.0165409830178098e-15 ,-1.6264655728284958e-14
899  ,0.01 ,8.99 ,2.7833569753179035e-06 ,2.783356960280076e-06  ,-1.0025218254110987e-15 ,-1.604034920657758e-14
900  ,0.01 ,9.0  ,2.741918188580703e-06  ,2.741918173750282e-06  ,-9.886947466423933e-16  ,-1.5819115946278292e-14
901  ,0.01 ,9.01 ,2.7010963450029604e-06 ,2.7010963303771023e-06 ,-9.750572056128517e-16  ,-1.5600915289805627e-14
902  ,0.01 ,9.02 ,2.6608822594976597e-06 ,2.660882245073561e-06  ,-9.616065765203376e-16  ,-1.53857052243254e-14
903  ,0.01 ,9.03 ,2.6212668837259157e-06 ,2.621266869500811e-06  ,-9.48340318266009e-16   ,-1.5173445092256145e-14
904  ,0.01 ,9.04 ,2.5822413040610587e-06 ,2.5822412900322195e-06 ,-9.352559462198877e-16  ,-1.4964095139518203e-14
905  ,0.01 ,9.05 ,2.5437967395830312e-06 ,2.5437967257477666e-06 ,-9.223509757519948e-16  ,-1.4757615612031917e-14
906  ,0.01 ,9.06 ,2.505924540102644e-06  ,2.5059245264582997e-06 ,-9.096229504667834e-16  ,-1.4553967207468535e-14
907  ,0.01 ,9.07 ,2.4686161842152465e-06 ,2.4686161707592045e-06 ,-8.970694704375694e-16  ,-1.435311152700111e-14
908  ,0.01 ,9.08 ,2.4318632773833756e-06 ,2.4318632641130527e-06 ,-8.846881922065323e-16  ,-1.4155011075304517e-14
909  ,0.01 ,9.09 ,2.3956575500479486e-06 ,2.395657536960798e-06  ,-8.724767158469881e-16  ,-1.3959627453551809e-14
910  ,0.01 ,9.1  ,2.359990855767578e-06  ,2.359990842861087e-06  ,-8.604327543699792e-16  ,-1.3766924069919666e-14
911  ,0.01 ,9.11 ,2.3248551693855875e-06 ,2.324855156657277e-06  ,-8.485540207865481e-16  ,-1.357686433258477e-14
912  ,0.01 ,9.12 ,2.290242585224318e-06  ,2.290242572671744e-06  ,-8.368382563421686e-16  ,-1.3389412101474697e-14
913  ,0.01 ,9.13 ,2.2561453153063172e-06 ,2.256145302927068e-06  ,-8.252832869856096e-16  ,-1.3204532591769754e-14
914  ,0.01 ,9.14 ,2.2225556876020113e-06 ,2.2225556753937076e-06 ,-8.138869104312082e-16  ,-1.3022190566899331e-14
915  ,0.01 ,9.15 ,2.1894661443034656e-06 ,2.1894661322637617e-06 ,-8.026469243933015e-16  ,-1.2842350790292824e-14
916  ,0.01 ,9.16 ,2.1568692401238467e-06 ,2.1568692282504285e-06 ,-7.915612112895214e-16  ,-1.2664979380632342e-14
917  ,0.01 ,9.17 ,2.1247576406222012e-06 ,2.124757628912786e-06  ,-7.806276817719313e-16  ,-1.2490042908350901e-14
918  ,0.01 ,9.18 ,2.0931241205531758e-06 ,2.093124109005512e-06  ,-7.698442464925947e-16  ,-1.2317507943881515e-14
919  ,0.01 ,9.19 ,2.061961562241306e-06  ,2.061961550853173e-06  ,-7.592088725724381e-16  ,-1.214734196115901e-14
920  ,0.01 ,9.2  ,2.0312629539795103e-06 ,2.031262942748717e-06  ,-7.487195553668198e-16  ,-1.1979512885869116e-14
921  ,0.01 ,9.21 ,2.001021388451424e-06  ,2.00102137737581e-06   ,-7.383742902310978e-16  ,-1.1813988643697565e-14
922  ,0.01 ,9.22 ,1.971230061177227e-06  ,1.9712300502546603e-06 ,-7.281711289894935e-16  ,-1.1650738063831896e-14
923  ,0.01 ,9.23 ,1.9418822689826053e-06 ,1.941882258210984e-06  ,-7.181080952317967e-16  ,-1.1489729523708747e-14
924  ,0.01 ,9.24 ,1.9129714084905085e-06 ,1.912971397867759e-06  ,-7.081832972510918e-16  ,-1.1330932756017469e-14
925  ,0.01 ,9.25 ,1.8844909746353628e-06 ,1.8844909641594401e-06 ,-6.983948433404632e-16  ,-1.117431749344741e-14
926  ,0.01 ,9.26 ,1.8564345591994037e-06 ,1.8564345488682906e-06 ,-6.88740870027427e-16   ,-1.1019853920438832e-14
927  ,0.01 ,9.27 ,1.8287958493707995e-06 ,1.8287958391825062e-06 ,-6.792195561911466e-16  ,-1.0867512899058346e-14
928  ,0.01 ,9.28 ,1.8015686263232428e-06 ,1.8015686162758063e-06 ,-6.698290948280013e-16  ,-1.0717265517248022e-14
929  ,0.01 ,9.29 ,1.774746763816687e-06  ,1.7747467539081716e-06 ,-6.60567693051586e-16   ,-1.0569083088825375e-14
930  ,0.01 ,9.3  ,1.7483242268189179e-06 ,1.748324217047414e-06  ,-6.514335862099271e-16  ,-1.0422937379358834e-14
931  ,0.01 ,9.31 ,1.722295070147645e-06  ,1.7222950605112694e-06 ,-6.42425037885483e-16   ,-1.0278800606167728e-14
932  ,0.01 ,9.32 ,1.6966534371328111e-06 ,1.696653427629706e-06  ,-6.335403398951431e-16  ,-1.013664543832229e-14
933  ,0.01 ,9.33 ,1.6713935582988164e-06 ,1.6713935489271494e-06 ,-6.247777981730132e-16  ,-9.996444770768211e-15
934  ,0.01 ,9.34 ,1.646509750066362e-06  ,1.646509740824326e-06  ,-6.161357468876301e-16  ,-9.858171950202082e-15
935  ,0.01 ,9.35 ,1.6219964134736213e-06 ,1.6219964043594333e-06 ,-6.07612534324747e-16   ,-9.721800549195951e-15
936  ,0.01 ,9.36 ,1.597848032916449e-06  ,1.5978480239283509e-06 ,-5.992065370045479e-16  ,-9.587304592072766e-15
937  ,0.01 ,9.37 ,1.5740591749073474e-06 ,1.5740591660436052e-06 ,-5.909161455644333e-16  ,-9.454658329030932e-15
938  ,0.01 ,9.38 ,1.5506244868529096e-06 ,1.5506244781118125e-06 ,-5.827398071106664e-16  ,-9.323836913770662e-15
939  ,0.01 ,9.39 ,1.5275386958494615e-06 ,1.5275386872293223e-06 ,-5.746759405150792e-16  ,-9.194815048241267e-15
940  ,0.01 ,9.4  ,1.5047966074966381e-06 ,1.5047965989957926e-06 ,-5.667230352355823e-16  ,-9.067568563769316e-15
941  ,0.01 ,9.41 ,1.4823931047286205e-06 ,1.4823930963454274e-06 ,-5.58879538378439e-16   ,-8.942072614055024e-15
942  ,0.01 ,9.42 ,1.4603231466627746e-06 ,1.460323138395615e-06  ,-5.511439676359917e-16  ,-8.818303482175868e-15
943  ,0.01 ,9.43 ,1.4385817674654316e-06 ,1.4385817593127088e-06 ,-5.435148548177986e-16  ,-8.696237677084778e-15
944  ,0.01 ,9.44 ,1.4171640752345542e-06 ,1.4171640671946928e-06 ,-5.359907599678491e-16  ,-8.575852159485586e-15
945  ,0.01 ,9.45 ,1.396065250899038e-06  ,1.3960652429704844e-06 ,-5.285702431301331e-16  ,-8.45712389008213e-15
946  ,0.01 ,9.46 ,1.3752805471344e-06    ,1.3752805393156223e-06 ,-5.212518502314244e-16  ,-8.34002960370279e-15
947  ,0.01 ,9.47 ,1.3548052872946113e-06 ,1.354805279584098e-06  ,-5.140342260190073e-16  ,-8.224547616304118e-15
948  ,0.01 ,9.48 ,1.3346348643598312e-06 ,1.3346348567560916e-06 ,-5.06915972888519e-16   ,-8.110655566216304e-15
949  ,0.01 ,9.49 ,1.3147647398998084e-06 ,1.3147647324013723e-06 ,-4.998957355872438e-16  ,-7.998331769395901e-15
950  ,0.01 ,9.5  ,1.2951904430527156e-06 ,1.295190435658133e-06  ,-4.929721729796819e-16  ,-7.88755476767491e-15
951  ,0.01 ,9.51 ,1.2759075695191865e-06 ,1.275907562227027e-06  ,-4.86143972164765e-16   ,-7.77830355463624e-15
952  ,0.01 ,9.52 ,1.2569117805713292e-06 ,1.256911773380182e-06  ,-4.794098061242091e-16  ,-7.670556897987346e-15
953  ,0.01 ,9.53 ,1.2381988020764953e-06 ,1.238198794984969e-06  ,-4.727684184258092e-16  ,-7.564294694812947e-15
954  ,0.01 ,9.54 ,1.2197644235355808e-06 ,1.2197644165423031e-06 ,-4.662185102857127e-16  ,-7.459496164571403e-15
955  ,0.01 ,9.55 ,1.2016044971356472e-06 ,1.2016044902392644e-06 ,-4.597588535061461e-16  ,-7.356141656098338e-15
956  ,0.01 ,9.56 ,1.1837149368166452e-06 ,1.1837149300158223e-06 ,-4.533881916549045e-16  ,-7.254211066478473e-15
957  ,0.01 ,9.57 ,1.1660917173520342e-06 ,1.1660917106454543e-06 ,-4.471053247686458e-16  ,-7.153685196298332e-15
958  ,0.01 ,9.58 ,1.1487308734430895e-06 ,1.148730866829454e-06  ,-4.4090903876681213e-16 ,-7.054544620268994e-15
959  ,0.01 ,9.59 ,1.1316284988266933e-06 ,1.131628492304721e-06  ,-4.3479814780327755e-16 ,-6.956770364852441e-15
960  ,0.01 ,9.6  ,1.1147807453964091e-06 ,1.114780738964837e-06  ,-4.2877148014913163e-16 ,-6.860343682386106e-15
961  ,0.01 ,9.61 ,1.0981838223366415e-06 ,1.098183815994223e-06  ,-4.2282789230989556e-16 ,-6.765246276958329e-15
962  ,0.01 ,9.62 ,1.0818339952696861e-06 ,1.0818339890151925e-06 ,-4.1696624079109056e-16 ,-6.671459852657449e-15
963  ,0.01 ,9.63 ,1.0657275854154799e-06 ,1.0657275792476987e-06 ,-4.111854103326694e-16  ,-6.578966565322711e-15
964  ,0.01 ,9.64 ,1.0498609687638592e-06 ,1.0498609626815949e-06 ,-4.054842856745849e-16  ,-6.487748570793358e-15
965  ,0.01 ,9.65 ,1.0342305752591428e-06 ,1.034230569261216e-06  ,-3.998617797912214e-16  ,-6.397788476659542e-15
966  ,0.01 ,9.66 ,1.0188328879968539e-06 ,1.0188328820821016e-06 ,-3.94316819774179e-16   ,-6.309069116386864e-15
967  ,0.01 ,9.67 ,1.0036644424324018e-06 ,1.0036644365996769e-06 ,-3.8884833271505783e-16 ,-6.221573323440925e-15
968  ,0.01 ,9.68 ,9.887218256015453e-07  ,9.887218198497161e-07  ,-3.834552739398897e-16  ,-6.135284383038235e-15
969  ,0.01 ,9.69 ,9.740016753524605e-07  ,9.740016696804113e-07  ,-3.781366128919221e-16  ,-6.050185806270754e-15
970  ,0.01 ,9.7  ,9.595006795892432e-07  ,9.595006739958735e-07  ,-3.7289131901440245e-16 ,-5.966261104230439e-15
971  ,0.01 ,9.71 ,9.452155755266728e-07  ,9.45215570010897e-07   ,-3.6771838998500995e-16 ,-5.883494239760159e-15
972  ,0.01 ,9.72 ,9.311431489560723e-07  ,9.311431435168198e-07  ,-3.626168375986394e-16  ,-5.8018694015782305e-15
973  ,0.01 ,9.73 ,9.172802335220976e-07  ,9.172802281583124e-07  ,-3.5758568070879354e-16 ,-5.721370891340697e-15
974  ,0.01 ,9.74 ,9.03623710010294e-07   ,9.036237047209347e-07  ,-3.526239593447989e-16  ,-5.641983349516782e-15
975  ,0.01 ,9.75 ,8.901705056452602e-07  ,8.901705004292994e-07  ,-3.477307205945897e-16  ,-5.563691529513435e-15
976  ,0.01 ,9.76 ,8.769175933992604e-07  ,8.76917588255685e-07   ,-3.429050256633162e-16  ,-5.486480410613059e-15
977  ,0.01 ,9.77 ,8.638619913111306e-07  ,8.638619862389416e-07  ,-3.381459357561285e-16  ,-5.410334972098056e-15
978  ,0.01 ,9.78 ,8.51000761815325e-07   ,8.510007568135367e-07  ,-3.3345255442982397e-16 ,-5.3352408708771835e-15
979  ,0.01 ,9.79 ,8.383310110809505e-07  ,8.38331006148591e-07   ,-3.288239711239844e-16  ,-5.2611835379837506e-15
980  ,0.01 ,9.8  ,8.258498883606437e-07  ,8.258498834967542e-07  ,-3.242592964540152e-16  ,-5.188148743264243e-15
981  ,0.01 ,9.81 ,8.135545853491395e-07  ,8.135545805527747e-07  ,-3.1975765515253747e-16 ,-5.1161224824405995e-15
982  ,0.01 ,9.82 ,8.014423355513917e-07  ,8.01442330821619e-07   ,-3.1531817901078035e-16 ,-5.045090864172486e-15
983  ,0.01 ,9.83 ,7.89510413660099e-07   ,7.895104089959987e-07  ,-3.1094002099579655e-16 ,-4.975040335932745e-15
984  ,0.01 ,9.84 ,7.777561349425001e-07  ,7.777561303431651e-07  ,-3.066223340746388e-16  ,-4.905957345194221e-15
985  ,0.01 ,9.85 ,7.661768546362972e-07  ,7.661768501008327e-07  ,-3.0236429944879144e-16 ,-4.837828791180663e-15
986  ,0.01 ,9.86 ,7.547699673545728e-07  ,7.547699628820967e-07  ,-2.9816507714391506e-16 ,-4.770641234302641e-15
987  ,0.01 ,9.87 ,7.435329064995679e-07  ,7.435329020892098e-07  ,-2.9402386953731773e-16 ,-4.704381912597084e-15
988  ,0.01 ,9.88 ,7.324631436851854e-07  ,7.32463139336087e-07   ,-2.8993989312352326e-16 ,-4.639038289976372e-15
989  ,0.01 ,9.89 ,7.215581881680933e-07  ,7.215581838794082e-07  ,-2.859123432212317e-16  ,-4.574597491539707e-15
990  ,0.01 ,9.9  ,7.108155862872968e-07  ,7.1081558205819e-07    ,-2.819404504421826e-16  ,-4.5110472070749214e-15
991  ,0.01 ,9.91 ,7.00232920912054e-07   ,7.002329167417022e-07  ,-2.780234524567235e-16  ,-4.448375239307576e-15
992  ,0.01 ,9.92 ,6.898078108980116e-07  ,6.898078067856027e-07  ,-2.7416059399380973e-16 ,-4.386569503900956e-15
993  ,0.01 ,9.93 ,6.795379105514372e-07  ,6.795379064961702e-07  ,-2.7035113389961244e-16 ,-4.325618142393799e-15
994  ,0.01 ,9.94 ,6.694209091014282e-07  ,6.694209051025132e-07  ,-2.665943310203028e-16  ,-4.265509296324845e-15
995  ,0.01 ,9.95 ,6.594545301799791e-07  ,6.59454526236637e-07   ,-2.6288947243648355e-16 ,-4.206231558983737e-15
996  ,0.01 ,9.96 ,6.496365313097883e-07  ,6.496365274212508e-07  ,-2.592358311115416e-16  ,-4.147773297784666e-15
997  ,0.01 ,9.97 ,6.39964703399692e-07   ,6.399646995652012e-07  ,-2.5563271530190336e-16 ,-4.090123444830454e-15
998  ,0.01 ,9.98 ,6.30436870247609e-07   ,6.304368664664175e-07  ,-2.520794332639952e-16  ,-4.0332709322239235e-15
999  ,0.01 ,9.99 ,6.210508880508859e-07  ,6.210508843222568e-07  ,-2.485752791370279e-16  ,-3.977204466192446e-15
1000 ,0.01 ,10.0 ,6.118046449239331e-07  ,6.118046412471391e-07  ,-2.4511959647046715e-16 ,-3.921913543527474e-15
